,ENSEMBL,logFC,AveExpr,t,P.Value,adj.P.Val,B
ZNF322,ENSG00000181315,-0.463361378,6.562805444,-1.638580692,0.111344315,0.273897459,-5.997431108
KIAA0753,ENSG00000198920,-0.463410111,8.621502534,-1.701251851,0.098839764,0.251995311,-5.898747236
RSBN1,ENSG00000081019,-0.463523714,6.756174566,-1.281261017,0.209540362,0.429999905,-6.498637177
RUNDC3A,ENSG00000108309,-0.463892276,7.734232808,-1.880248354,0.069435803,0.194458974,-5.600242216
PARP12,ENSG00000059378,-0.463902035,9.194527888,-0.750602399,0.458513984,0.71096709,-7.033701752
SIX1,ENSG00000126778,-0.464000637,5.969788761,-2.156671432,0.038846873,0.127347712,-5.093608387
PRKAG2,ENSG00000106617,-0.464154888,7.054213123,-1.669612316,0.10499775,0.263533502,-5.94895442
GORASP2,ENSG00000115806,-0.46417453,9.978466631,-1.978257266,0.056784505,0.167042736,-5.426739628
PLCL2,ENSG00000154822,-0.46497303,7.363995553,-2.324172741,0.02679462,0.095555031,-4.761683171
LARGE1,ENSG00000133424,-0.465280778,7.96947621,-1.656577956,0.107625914,0.268203777,-5.969409123
TXLNA,ENSG00000084652,-0.465324745,8.357023423,-2.079187166,0.045905744,0.143558141,-5.24095829
ZNF132,ENSG00000131849,-0.465944287,5.47396479,-2.010897777,0.053042381,0.159405259,-5.36743458
SNX11,ENSG00000002919,-0.46597001,8.688500445,-1.941936247,0.061217381,0.177352174,-5.491844422
ADGRB3,ENSG00000135298,-0.465971916,4.701168881,-2.630563174,0.013123018,0.053956879,-4.110731991
C9orf40,ENSG00000135045,-0.466153618,6.570748339,-1.206031848,0.236868606,0.466157155,-6.590216254
CREBBP,ENSG00000005339,-0.46641649,8.981703934,-1.349828641,0.18678047,0.397603019,-6.410836607
SYNC,ENSG00000162520,-0.466559221,4.99476747,-1.988221773,0.05561839,0.165309253,-5.408714556
HMGXB4,ENSG00000100281,-0.466682327,9.014273895,-1.762174774,0.087832641,0.231615615,-5.799880139
SYBU,ENSG00000147642,-0.467041344,5.781416076,-1.726467957,0.094151042,0.243123135,-5.858173744
DSTYK,ENSG00000133059,-0.467061778,7.086669231,-1.451811941,0.156533022,0.349916018,-6.272763228
SYNM,ENSG00000182253,-0.467337259,7.697468787,-1.46465805,0.15301562,0.34432467,-6.254746537
RNF220,ENSG00000187147,-0.467979336,9.285963426,-1.733620909,0.092855549,0.240471201,-5.846574716
MAT2A,ENSG00000168906,-0.468115448,10.39605066,-1.793582283,0.082575041,0.221120867,-5.747799462
MAGED1,ENSG00000179222,-0.468151098,11.4412088,-1.309570144,0.19990007,0.416999288,-6.462883824
RRAS,ENSG00000126458,-0.468202171,6.771128629,-1.859839077,0.072356442,0.199960551,-5.635493459
VPS4A,ENSG00000132612,-0.468878732,8.8730868,-1.658646008,0.107205315,0.267341621,-5.9661727
PI4KB,ENSG00000143393,-0.468925812,9.261030428,-1.964719875,0.058402881,0.171100976,-5.451115067
AASDHPPT,ENSG00000149313,-0.469094178,9.480285619,-1.377447983,0.178172419,0.383856953,-6.374319692
CNTN1,ENSG00000018236,-0.469798642,7.315755022,-1.724972386,0.094423821,0.243649468,-5.860593923
TMEM242,ENSG00000215712,-0.469858672,7.239231032,-1.7596387,0.08826927,0.232459176,-5.804052724
HELZ,ENSG00000198265,-0.470287856,9.328908327,-2.244902671,0.031999784,0.10961628,-4.920997624
PPP1R12A,ENSG00000058272,-0.470491574,8.454649207,-1.723357242,0.094719155,0.244150167,-5.863205653
ESRP2,ENSG00000103067,-0.470492608,7.867685514,-1.269182321,0.213759499,0.436686913,-6.513678225
DCC,ENSG00000187323,-0.470970898,5.862184469,-2.462500094,0.019515169,0.074410019,-4.474490079
TAF9B,ENSG00000187325,-0.471027098,6.279972675,-2.550312688,0.015885297,0.062982961,-4.286385448
POLD3,ENSG00000077514,-0.471148123,8.264136803,-2.268614309,0.030354684,0.10516254,-4.873756287
MSL3,ENSG00000005302,-0.471215413,8.666849747,-1.580796162,0.124007343,0.296446649,-6.085653937
GPR182,ENSG00000166856,-0.471796715,6.430070582,-2.056571032,0.048169419,0.148850466,-5.283200948
AP3B2,ENSG00000103723,-0.471797576,6.385197567,-1.372624587,0.179653004,0.386117879,-6.380744191
RTF1,ENSG00000137815,-0.472453208,8.448760513,-1.760268151,0.088160729,0.232301413,-5.803017552
PSMD5,ENSG00000095261,-0.472555012,8.099213862,-1.572611658,0.125892765,0.299604291,-6.097932239
DDB1,ENSG00000167986,-0.472653433,10.65588911,-2.347455659,0.025418471,0.091720289,-4.714148791
MTCL2,ENSG00000149639,-0.473022988,6.317425895,-2.704480887,0.010979377,0.046490394,-3.945895473
CKB,ENSG00000166165,-0.473057101,10.27557635,-0.862317964,0.395090268,0.650793016,-6.943026691
TAX1BP1,ENSG00000106052,-0.473108953,10.13653875,-1.546862708,0.131977558,0.309966633,-6.136205426
RAB14,ENSG00000119396,-0.473768208,9.043279066,-1.579060115,0.124405325,0.29708904,-6.088262871
NOC3L,ENSG00000173145,-0.473954214,8.412651054,-1.23317735,0.226717222,0.453466091,-6.557749809
XRCC4,ENSG00000152422,-0.474105043,6.760861751,-1.843574287,0.074758917,0.205293316,-5.663365898
ZNF672,ENSG00000171161,-0.474497333,8.475058559,-2.08291623,0.045541656,0.142575133,-5.233959546
PCDH8,ENSG00000136099,-0.474568237,4.506140432,-1.893441646,0.067602287,0.190946811,-5.577291713
RABEP1,ENSG00000029725,-0.475649468,6.689349645,-2.348018086,0.025386036,0.091649409,-4.71299644
SLC9A8,ENSG00000197818,-0.475703155,6.697684697,-2.486604899,0.018449616,0.071238087,-4.42329139
ACTR3B,ENSG00000133627,-0.476354909,7.24024514,-1.255494512,0.21861803,0.442892372,-6.530567712
BAG3,ENSG00000151929,-0.476463324,9.45879493,-1.19788423,0.239980309,0.47008583,-6.599832608
STK24,ENSG00000102572,-0.476507046,10.73484829,-1.924326132,0.063472779,0.181791214,-5.523070152
DNAJA2,ENSG00000069345,-0.476559937,8.640004071,-1.239867393,0.22426609,0.4504904,-6.549647722
NFIC,ENSG00000141905,-0.476644029,7.249152057,-2.234660817,0.032734812,0.111600552,-4.941292185
HSP90AA1,ENSG00000080824,-0.476925525,13.13702575,-1.998776619,0.054406055,0.162461334,-5.389545197
PSMA4,ENSG00000041357,-0.476930281,9.892311762,-1.932435819,0.062425345,0.179869852,-5.508718041
UNC5C,ENSG00000182168,-0.47705136,5.211119538,-2.084169601,0.045419857,0.142380469,-5.231605081
PIP4K2C,ENSG00000166908,-0.477852205,9.387864321,-2.169822946,0.03774971,0.124319835,-5.068201238
PPP1R11,ENSG00000204619,-0.478139651,10.0740355,-1.747372307,0.090407121,0.235706629,-5.824165008
MRC1,ENSG00000260314,-0.478258636,7.5883461,-0.919399627,0.364938205,0.616930161,-6.89207358
DPY19L1,ENSG00000173852,-0.478322701,7.691868648,-2.174087631,0.03739991,0.12345158,-5.059937938
CUEDC2,ENSG00000107874,-0.478464364,9.10093578,-2.658058249,0.012283922,0.051093269,-4.049752878
UBE2K,ENSG00000078140,-0.479248741,8.887814102,-1.844745829,0.074583613,0.20492974,-5.661364825
CACNB4,ENSG00000182389,-0.479399042,6.334409476,-2.029461685,0.051011914,0.154751233,-5.333372416
SPATS2,ENSG00000123352,-0.479534229,8.048670627,-1.165698983,0.252567721,0.485684968,-6.637237446
TDRKH,ENSG00000182134,-0.479900667,6.240340352,-1.793840069,0.082533019,0.221049649,-5.747368898
CALHM2,ENSG00000138172,-0.480027623,7.133728341,-1.880358143,0.069420371,0.194458974,-5.600051758
KATNBL1,ENSG00000134152,-0.480065154,6.295758084,-1.64098181,0.110842157,0.273515343,-5.993707393
RAB36,ENSG00000100228,-0.480172045,7.747565235,-1.655697715,0.107805352,0.268557526,-5.97078564
KAT6A,ENSG00000083168,-0.480187567,9.943961433,-1.591997794,0.121464391,0.291632584,-6.068761511
FKBP5,ENSG00000096060,-0.480792806,6.073019268,-1.633332341,0.112448487,0.275903146,-6.005554411
RNF126,ENSG00000070423,-0.480956053,8.374834733,-1.849890564,0.073817942,0.203293732,-5.652565197
MAP2K5,ENSG00000137764,-0.481056741,7.806544045,-2.130845593,0.041084328,0.132470147,-5.14316767
MAPK7,ENSG00000166484,-0.481153499,8.886966967,-1.981726344,0.056376131,0.166548384,-5.420472284
TSPAN3,ENSG00000140391,-0.482008499,10.38286689,-1.223544087,0.230281822,0.457762952,-6.569346478
CTNNBL1,ENSG00000132792,-0.482014732,8.895826399,-2.474180878,0.01899197,0.072802553,-4.449721801
ADRA2A,ENSG00000150594,-0.482052766,5.925549579,-2.172905098,0.037496613,0.123672814,-5.062230424
HSD17B1,ENSG00000108786,-0.482848388,4.790464317,-3.196520421,0.003178704,0.017168355,-2.782067615
TSEN34,ENSG00000170892,-0.483161783,9.584377737,-1.37890917,0.177725779,0.383479151,-6.372369535
LRRC41,ENSG00000132128,-0.483425743,8.809733917,-1.659909623,0.106948994,0.267027729,-5.964193529
SEC24B,ENSG00000138802,-0.483554357,8.014360154,-1.615747527,0.116214198,0.282239777,-6.032611741
KLC2,ENSG00000174996,-0.484012523,8.927950664,-1.997039297,0.054604002,0.162970369,-5.392705855
CIC,ENSG00000079432,-0.484109897,8.668600048,-2.484811115,0.018527033,0.071421539,-4.427112888
DUSP7,ENSG00000164086,-0.484530767,7.465910864,-1.8199776,0.078365636,0.212195622,-5.70345282
STK16,ENSG00000115661,-0.484600352,7.551708345,-2.379452169,0.023631857,0.086537409,-4.648286432
CPA3,ENSG00000163751,-0.484657515,7.271948738,-1.824306399,0.077693071,0.211085328,-5.696130056
ESD,ENSG00000139684,-0.484717571,9.956244148,-1.961079243,0.05884491,0.171833852,-5.457648162
CELSR3,ENSG00000008300,-0.485130747,8.015948526,-1.659301666,0.107072253,0.267157596,-5.965145916
ANKRD17,ENSG00000132466,-0.485133524,8.418978528,-1.78963589,0.083220625,0.222268096,-5.754384611
PLA2G1B,ENSG00000170890,-0.485575963,5.24445615,-2.714650612,0.010711373,0.045476525,-3.922994731
NCBP3,ENSG00000074356,-0.485638219,7.897384529,-2.116733716,0.042354682,0.135408354,-5.170060229
TXNIP,ENSG00000265972,-0.48613773,10.59446323,-1.217527296,0.232529321,0.460909204,-6.576547683
GAPVD1,ENSG00000165219,-0.486451397,8.75438215,-2.286049292,0.02919407,0.10190544,-4.838793669
AOC2,ENSG00000131480,-0.486553841,6.388621246,-1.676129658,0.103703795,0.261109064,-5.938676598
ELK1,ENSG00000126767,-0.487087356,8.855691793,-2.839183923,0.007888273,0.035366415,-3.638357053
GOLGA5,ENSG00000066455,-0.487299911,9.498776144,-1.602433771,0.119133885,0.287375496,-6.052932629
TUT7,ENSG00000083223,-0.48784254,8.486466434,-2.096369525,0.044249258,0.139688834,-5.208631716
GMNN,ENSG00000112312,-0.487992466,9.39988067,-1.520594994,0.138428975,0.321014531,-6.174691098
TLR5,ENSG00000187554,-0.488650426,6.747635122,-2.088025018,0.045047,0.141428236,-5.224355962
GTF2E2,ENSG00000197265,-0.488724998,8.830151264,-1.224918476,0.229770715,0.457085184,-6.567697016
ECHDC1,ENSG00000093144,-0.48873903,7.425454087,-1.488665014,0.146611501,0.334681567,-6.22070684
UBQLN4,ENSG00000160803,-0.488894526,7.541112751,-2.220404888,0.033783146,0.114035029,-4.969428975
SMC4,ENSG00000113810,-0.489115938,9.887089616,-1.577189409,0.124835346,0.297829783,-6.091071439
PPIG,ENSG00000138398,-0.489439097,8.409448629,-1.674374193,0.104051012,0.261799289,-5.941448248
EGR4,ENSG00000135625,-0.489732302,7.735036887,-2.209071634,0.034637923,0.116235785,-4.991704013
CDC7,ENSG00000097046,-0.489987421,8.555419683,-1.178421923,0.247535324,0.478991716,-6.622562489
MICALL1,ENSG00000100139,-0.490434057,8.846425497,-2.07533845,0.046284207,0.144534236,-5.248171661
ZDHHC17,ENSG00000186908,-0.490496874,8.990116057,-1.438956056,0.160117167,0.355984312,-6.29065485
TSC22D4,ENSG00000166925,-0.490662939,7.761525831,-2.015503723,0.052532099,0.158303352,-5.35900574
MSX2,ENSG00000120149,-0.491087679,7.541701246,-1.698835553,0.099299146,0.25272779,-5.902609167
KCTD5,ENSG00000167977,-0.49157087,8.669405948,-1.933377717,0.062304668,0.179630502,-5.507048045
NPHP4,ENSG00000131697,-0.491733047,7.053743942,-1.827612827,0.077182678,0.210057092,-5.690527326
ZNF222,ENSG00000159885,-0.492562703,6.738829844,-2.085403911,0.045300191,0.142098607,-5.229285379
CARTPT,ENSG00000164326,-0.492629055,5.907809492,-2.548949766,0.015936534,0.063133702,-4.289338151
G6PC2,ENSG00000152254,-0.493398949,7.308969595,-1.82214929,0.078027603,0.211633072,-5.699780861
LAMA3,ENSG00000053747,-0.493576306,6.753800981,-1.532524363,0.135468164,0.316195362,-6.157283198
TIMM8B,ENSG00000150779,-0.493825987,10.87202678,-2.053629732,0.048470929,0.149556405,-5.288668966
MLYCD,ENSG00000103150,-0.49384904,8.320978942,-2.162987843,0.038316431,0.125867983,-5.081420064
QRICH1,ENSG00000198218,-0.494156473,9.332560033,-2.140863134,0.040203197,0.130464219,-5.123996818
ARFIP1,ENSG00000164144,-0.494171435,7.768344106,-1.695988742,0.099842666,0.253410944,-5.907153334
ACSM1,ENSG00000166743,-0.494363535,5.2554422,-2.948490264,0.006001597,0.028646528,-3.382382794
ABCE1,ENSG00000164163,-0.495088062,8.822130992,-1.354171574,0.185405953,0.395398407,-6.405138104
PRL,ENSG00000172179,-0.495150487,6.193323708,-2.734917387,0.010195369,0.043726262,-3.877199404
SRP9,ENSG00000143742,-0.495297785,10.95708611,-1.575276556,0.125276312,0.298682907,-6.093940351
POLRMT,ENSG00000099821,-0.495396161,9.542265152,-1.559034475,0.129072056,0.304891773,-6.118180645
ABCB1,ENSG00000085563,-0.495463675,5.106511988,-2.3894578,0.023097067,0.08499175,-4.627563932
RCOR1,ENSG00000089902,-0.495530739,8.320825793,-1.254440073,0.218995731,0.443281512,-6.531861932
VRK1,ENSG00000100749,-0.495665025,8.544559582,-1.863898621,0.071767243,0.19870084,-5.62850621
DNAJC10,ENSG00000077232,-0.495682907,8.408092021,-2.028493696,0.05111608,0.154948657,-5.335154471
ABCF1,ENSG00000204574,-0.495791763,10.42171076,-1.695921583,0.099855519,0.253410944,-5.907260459
PYGM,ENSG00000068976,-0.495813692,6.145059925,-2.21180214,0.03443023,0.115620054,-4.986344897
CEP170B,ENSG00000099814,-0.49594606,9.851187172,-1.981666232,0.056383185,0.166548384,-5.420580957
UROD,ENSG00000126088,-0.496433925,9.287583763,-1.681550833,0.102637622,0.258833946,-5.930101989
ORC4,ENSG00000115947,-0.4967975,8.870782639,-2.050166193,0.048828103,0.150455935,-5.295100214
PARK7,ENSG00000116288,-0.496831795,11.6643744,-1.917513546,0.064364413,0.183819654,-5.535090001
DNAH9,ENSG00000007174,-0.49781135,7.062992528,-2.319036451,0.027107142,0.09626971,-4.772124594
CEP192,ENSG00000101639,-0.498347978,8.130873994,-1.778247759,0.085107669,0.226295748,-5.773321231
CFAP74,ENSG00000142609,-0.498549467,7.896578848,-2.027034894,0.051273414,0.155327008,-5.337838876
HSPA4,ENSG00000170606,-0.499020652,9.871746425,-2.092215845,0.044644778,0.140534934,-5.21646474
SLC17A1,ENSG00000124568,-0.499054816,6.208582805,-2.405243359,0.022275716,0.082941157,-4.594749058
TSG101,ENSG00000074319,-0.499334732,10.40681712,-1.791454059,0.082922663,0.221730275,-5.751352188
SNRPA1,ENSG00000131876,-0.499477866,9.396884391,-1.309128553,0.200047797,0.417185982,-6.463446914
MRPL33,ENSG00000243147,-0.499652091,10.08118456,-1.486295096,0.147233986,0.335621347,-6.224088537
R3HCC1,ENSG00000104679,-0.499667382,9.532432652,-1.813446313,0.079389802,0.214556106,-5.714474809
TMEM53,ENSG00000126106,-0.499766299,8.34767303,-1.798993823,0.0816967,0.219260538,-5.738750348
MPI,ENSG00000178802,-0.49993333,7.599073608,-1.930518224,0.062671657,0.180222039,-5.512115985
C1D,ENSG00000197223,-0.500209656,6.990532164,-1.502468359,0.143027748,0.32838401,-6.200917778
MED27,ENSG00000160563,-0.500441487,9.325912288,-1.967785512,0.05803291,0.170295631,-5.445606481
PIP5K1A,ENSG00000143398,-0.500574962,9.775846365,-2.070654914,0.046748475,0.14566122,-5.256936035
UQCRQ,ENSG00000164405,-0.500623103,10.59481409,-1.902142592,0.066416068,0.188562679,-5.562086288
CANX,ENSG00000127022,-0.501404906,11.78772059,-2.424279213,0.021320698,0.079870401,-4.554980747
DUS1L,ENSG00000169718,-0.501506364,8.403583428,-2.659033485,0.012255095,0.051017795,-4.04758264
AGPAT1,ENSG00000204310,-0.502059931,10.21182345,-2.093802704,0.044493307,0.140119692,-5.213473617
RASA2,ENSG00000155903,-0.502329741,6.405570516,-1.936158243,0.061949604,0.179002999,-5.502114413
KCND2,ENSG00000184408,-0.502890036,4.248058488,-2.60072152,0.014093645,0.057218173,-4.176458608
ZBTB16,ENSG00000109906,-0.502996131,6.226007826,-2.133285484,0.040868152,0.131921547,-5.138504543
SLC8A2,ENSG00000118160,-0.503416134,7.366699678,-1.723207535,0.094746569,0.244176904,-5.863447631
FBXW12,ENSG00000164049,-0.504276988,9.009977502,-1.729678791,0.09356765,0.241878199,-5.852972034
SPACA1,ENSG00000118434,-0.504540673,4.939361693,-2.30415739,0.02803117,0.098687624,-4.802279807
LRRFIP2,ENSG00000093167,-0.504657868,8.220606679,-2.337674181,0.025988611,0.093257001,-4.734159086
FBXO22,ENSG00000167196,-0.504992136,5.494091321,-2.48627386,0.01846388,0.071239389,-4.423996778
EIF4A2,ENSG00000156976,-0.505020933,12.05699072,-2.093290283,0.04454217,0.140242748,-5.214439682
GNL2,ENSG00000134697,-0.50504013,7.69707148,-1.269117979,0.213782145,0.436686913,-6.513758002
STK25,ENSG00000115694,-0.505545252,8.6721656,-1.746152827,0.090622026,0.236009271,-5.826158191
RIF1,ENSG00000080345,-0.50591957,6.836073995,-1.206902592,0.236537831,0.465875557,-6.589185034
RING1,ENSG00000204227,-0.506143017,9.843519342,-2.068210992,0.046992363,0.146032005,-5.261503431
BICRAL,ENSG00000112624,-0.506254871,7.121174589,-1.403443998,0.170356147,0.372506216,-6.339351769
PLA2G12A,ENSG00000123739,-0.506268403,5.656462531,-1.7583337,0.088494663,0.232710594,-5.806197914
MTUS1,ENSG00000129422,-0.507064037,8.181579686,-1.458385749,0.15472509,0.346865041,-6.263560738
DNAJB14,ENSG00000164031,-0.507359394,6.139159191,-1.763417099,0.087619421,0.231256932,-5.797834356
STAT3,ENSG00000168610,-0.507365374,9.272462745,-1.140109846,0.262914689,0.498452578,-6.666310014
OAT,ENSG00000065154,-0.50760523,9.637091502,-1.434268736,0.161440038,0.358147438,-6.297143593
ZFC3H1,ENSG00000133858,-0.507943236,8.831793125,-2.321882175,0.026933587,0.095788375,-4.76634161
SMG9,ENSG00000105771,-0.508119056,7.70052174,-2.273116371,0.030051075,0.104287202,-4.864746543
JMJD1C,ENSG00000171988,-0.508854534,7.779488794,-1.574033695,0.125563507,0.299019361,-6.095802813
YWHAQ,ENSG00000134308,-0.50969537,12.12660274,-2.262085232,0.030799899,0.106268179,-4.886799874
PMPCB,ENSG00000105819,-0.509916218,10.39824081,-2.165618015,0.038097463,0.125263551,-5.076337053
SS18L1,ENSG00000184402,-0.510144195,7.89086553,-1.941776359,0.061237541,0.177374718,-5.492128934
RPGR,ENSG00000156313,-0.510376005,5.939840071,-2.312371572,0.027517587,0.097406004,-4.785649169
EBNA1BP2,ENSG00000117395,-0.511304534,7.894570796,-1.162847877,0.253705625,0.486370779,-6.640505971
SRBD1,ENSG00000068784,-0.511327842,7.974233216,-1.476437043,0.149846079,0.339823269,-6.238105072
PDE6A,ENSG00000132915,-0.511719188,6.674260949,-1.883109553,0.069034576,0.193656313,-5.59527582
SRRD,ENSG00000100104,-0.511930334,8.548300469,-2.091763615,0.044688028,0.140578431,-5.217316852
PSMB7,ENSG00000136930,-0.512044053,10.93148018,-2.145962081,0.039761184,0.129485911,-5.114213173
GPD2,ENSG00000115159,-0.512184267,5.735870643,-1.617940496,0.115738984,0.281327209,-6.029250963
HTR2A,ENSG00000102468,-0.512185307,5.605329313,-2.460940371,0.019586021,0.074620605,-4.477791396
USP33,ENSG00000077254,-0.512317922,9.062932624,-1.339329218,0.190136083,0.40177849,-6.424545955
LIMCH1,ENSG00000064042,-0.512430132,6.539468564,-2.496165518,0.018041973,0.069984687,-4.402892324
TXNL4A,ENSG00000141759,-0.512575233,10.0870047,-2.729092417,0.010341251,0.044206378,-3.890383044
INSM1,ENSG00000173404,-0.512798006,4.607285698,-2.977852185,0.00557262,0.026949063,-3.312690753
IL5,ENSG00000113525,-0.512942269,4.675702467,-2.569162107,0.01519208,0.060806511,-4.245443675
BRCA2,ENSG00000139618,-0.512954246,5.253060572,-2.345210469,0.025548325,0.092119264,-4.718747017
PSMC3IP,ENSG00000131470,-0.513702255,8.744478799,-2.33074626,0.026399409,0.094474807,-4.748296351
PLXNB2,ENSG00000196576,-0.513739063,9.382302745,-1.669342455,0.105051617,0.263622525,-5.949379269
PKD1,ENSG00000008710,-0.513790044,7.5518401,-3.294087346,0.002462485,0.014007522,-2.539147715
PIGO,ENSG00000165282,-0.514043533,8.393912628,-2.066052434,0.047208706,0.146513656,-5.265534116
SF3B5,ENSG00000169976,-0.514445173,9.920662301,-1.780553011,0.08472278,0.22539783,-5.769495918
TGOLN2,ENSG00000152291,-0.514554399,10.28815155,-1.881489703,0.069261483,0.194178788,-5.598088252
PRPF8,ENSG00000174231,-0.514559818,10.36874821,-2.56101993,0.015488024,0.061783935,-4.263152924
