"gene","HR","95% CI","p.value"
"ENSG00000226172",1210,"(3.3-440000)",0.0183
"ENSG00000226804",8.29e+21,"(2700-2.6e+40)",0.0201
"ENSG00000255082",3.42e+11,"(220000-5.4e+17)",0.000264
"ENSG00000228422",744,"(2.8-2e+05)",0.02
"ENSG00000261174",94300,"(17-5.3e+08)",0.00928
"ENSG00000253455",18.6,"(1.9-180)",0.0125
"ENSG00000251024",99100,"(38-2.6e+08)",0.00412
"ENSG00000232528",61.9,"(1.1-3500)",0.0457
"ENSG00000230651",97.7,"(4.5-2100)",0.00362
"ENSG00000251583",56.4,"(3.3-950)",0.00516
"ENSG00000250509",3.02,"(1.1-8)",0.0256
"ENSG00000260680",4.29e+19,"(4.5e+07-4.1e+31)",0.00132
"ENSG00000264746",48.5,"(2.4-970)",0.011
"ENSG00000265814",988,"(9-110000)",0.00406
"ENSG00000280345",0.291,"(0.089-0.96)",0.0424
"ENSG00000250474",14.4,"(1.9-110)",0.0104
"ENSG00000266849",2.83,"(1.5-5.5)",0.00217
"ENSG00000201846",252,"(3.1-20000)",0.0135
"ENSG00000224674",3.29e+24,"(1.8e+10-5.9e+38)",0.000747
"ENSG00000258742",782000,"(40-1.5e+10)",0.00708
"ENSG00000134249",7.9,"(1.7-37)",0.0082
"ENSG00000239797",0.0331,"(0.0017-0.65)",0.0251
"ENSG00000235931",8440000,"(16-4.4e+12)",0.0176
"ENSG00000162699",1.86e+12,"(72000-4.8e+19)",0.00117
"ENSG00000229703",3.24,"(1.2-8.7)",0.0202
"ENSG00000236616",140000,"(110-1.9e+08)",0.00125
"ENSG00000102312",2.1,"(1.1-4.1)",0.0307
"ENSG00000226741",356,"(1.1-110000)",0.0454
"ENSG00000267202",16600,"(13-2.2e+07)",0.00802
"ENSG00000154007",6.72,"(1.9-24)",0.00298
"ENSG00000233256",7.73,"(2.3-26)",0.000914
"ENSG00000268836",0.513,"(0.29-0.9)",0.0202
"ENSG00000270661",1140,"(4.3-310000)",0.0136
"ENSG00000168702",4.02,"(1.2-14)",0.0284
"ENSG00000228687",1.01e+19,"(7600000-1.3e+31)",0.00212
"ENSG00000231903",8.3,"(1.9-36)",0.00501
"ENSG00000174015",4.87,"(1.7-14)",0.00304
"ENSG00000205710",2.13,"(1.1-4.2)",0.0287
"ENSG00000218891",1.75,"(1.1-2.9)",0.0269
"ENSG00000224935",9650,"(29-3200000)",0.002
"ENSG00000241400",475000,"(490-4.6e+08)",0.000197
"ENSG00000169692",1.75,"(1-3)",0.0461
"ENSG00000235413",25.9,"(1.5-440)",0.0241
"ENSG00000207934",26.9,"(1.6-450)",0.0219
"ENSG00000241754",448,"(21-9400)",8.72e-05
"ENSG00000164326",2.18,"(1.1-4.4)",0.0316
"ENSG00000156194",58400,"(1.2-2.7e+09)",0.0455
"ENSG00000223826",7.88e+09,"(41000-1.5e+15)",0.000241
"ENSG00000234767",64,"(4.5-910)",0.00215
"ENSG00000261549",4.55,"(1-20)",0.0477
"ENSG00000251613",53.7,"(1.1-2600)",0.0439
"ENSG00000275597",415000,"(8.3-2.1e+10)",0.0192
"ENSG00000259620",13800000,"(450-4.2e+11)",0.00183
"ENSG00000269445",10.8,"(1.2-93)",0.0307
"ENSG00000276667",41.2,"(2.2-770)",0.0129
"ENSG00000169154",60.8,"(4.4-840)",0.00222
"ENSG00000248844",1.82e+12,"(410000-8.2e+18)",0.000304
"ENSG00000235202",67800,"(390-1.2e+07)",2.43e-05
"ENSG00000280009",1240,"(4.6-330000)",0.0125
"ENSG00000170965",1.75,"(1.1-2.8)",0.0162
"ENSG00000125975",27.1,"(2.4-310)",0.00772
"ENSG00000173391",1.45,"(1-2)",0.0275
"ENSG00000235881",2540000,"(190-3.5e+10)",0.00241
"ENSG00000207142",8.07,"(2-32)",0.00315
"ENSG00000196553",5.03,"(1.7-15)",0.00319
"ENSG00000223993",1250000,"(60-2.6e+10)",0.00568
"ENSG00000237693",883,"(1-760000)",0.0492
"ENSG00000228354",1.58e+09,"(8.7-2.9e+17)",0.029
"ENSG00000256560",11.4,"(1.9-68)",0.00761
"ENSG00000280307",6.19e+12,"(440-8.8e+22)",0.0135
"ENSG00000275179",164,"(5.4-5000)",0.00345
"ENSG00000178804",256,"(4-16000)",0.00893
"ENSG00000225057",1580,"(8-310000)",0.00629
"ENSG00000271360",13200,"(2.5-7e+07)",0.03
"ENSG00000251379",1290,"(14-120000)",0.00207
"ENSG00000204922",2.41,"(1-5.8)",0.0499
"ENSG00000182950",3.21,"(1.5-7)",0.00372
"ENSG00000260530",69400,"(8-6e+08)",0.016
"ENSG00000148604",3.87,"(1.1-13)",0.0303
"ENSG00000268738",2610,"(3.8-1800000)",0.018
"ENSG00000260477",59100,"(2.9-1.2e+09)",0.0301
"ENSG00000173465",2.75,"(1.3-5.9)",0.0102
"ENSG00000250411",13,"(2.7-63)",0.00144
"ENSG00000258789",4.29,"(1.6-11)",0.0036
"ENSG00000250699",21.8,"(1.2-390)",0.0364
"ENSG00000253985",34500,"(3-3.9e+08)",0.0283
"ENSG00000165682",0.0714,"(0.0055-0.93)",0.0434
"ENSG00000249160",4.49e+26,"(6.3e+12-3.2e+40)",0.000163
"ENSG00000265125",429,"(3.1-60000)",0.016
"ENSG00000223598",1140,"(2-640000)",0.0295
"ENSG00000267051",684,"(10-46000)",0.00233
"ENSG00000259912",752,"(18-31000)",0.00046
"ENSG00000219940",1680000,"(10-2.7e+11)",0.0192
"ENSG00000243350",3.9,"(1.1-14)",0.0414
"ENSG00000223815",6.01,"(1.5-24)",0.0121
"ENSG00000259365",2420000,"(3-1.9e+12)",0.034
"ENSG00000251545",375,"(3.1-46000)",0.0155
"ENSG00000249472",44000,"(4.6-4.2e+08)",0.0223
"ENSG00000241336",1100,"(7.5-160000)",0.00597
"ENSG00000258994",36900,"(43-3.2e+07)",0.00228
"ENSG00000232754",0.00816,"(0.00016-0.42)",0.0171
"ENSG00000269586",1.69,"(1-2.7)",0.0331
"ENSG00000256844",91.9,"(2.7-3200)",0.0124
"ENSG00000170044",12.5,"(1.4-110)",0.0245
"ENSG00000222743",33.2,"(1.9-590)",0.0173
"ENSG00000236950",22000,"(15-3.3e+07)",0.00735
"ENSG00000229922",8.48e-07,"(6.3e-12-0.11)",0.0203
"ENSG00000253447",97.9,"(2-4900)",0.0215
"ENSG00000162947",1.38e+15,"(2200000-8.5e+23)",0.000735
"ENSG00000141200",4.1,"(1.6-10)",0.00273
"ENSG00000237290",1.39e+08,"(860-2.2e+13)",0.00218
"ENSG00000252169",48.9,"(1.1-2300)",0.0467
"ENSG00000165675",0.373,"(0.14-0.99)",0.0466
"ENSG00000177202",2.89,"(1.2-6.7)",0.0132
"ENSG00000250636",5.91e-14,"(2.8e-26-0.13)",0.0355
"ENSG00000207089",3410,"(89-130000)",1.2e-05
"ENSG00000167011",3.13,"(1-9.5)",0.0444
"ENSG00000223437",3.5,"(1.3-9.8)",0.017
"ENSG00000203402",91500000,"(33-2.6e+14)",0.0155
"ENSG00000249490",66900,"(8.4-5.3e+08)",0.0153
"ENSG00000236154",2.8,"(1-7.5)",0.0405
"ENSG00000224761",37700000,"(75-1.9e+13)",0.00917
"ENSG00000268669",6.95e+11,"(8500-5.7e+19)",0.00336
"ENSG00000186191",1.53,"(1.1-2.2)",0.0224
"ENSG00000251986",102,"(2.1-4900)",0.019
"ENSG00000100196",1.41,"(1-2)",0.0401
"ENSG00000237750",2.39e+09,"(14-4.1e+17)",0.0255
"ENSG00000263989",130000,"(25-6.9e+08)",0.00709
"ENSG00000234962",92800000,"(1600-5.5e+12)",0.00106
"ENSG00000169551",3.88,"(1.6-9.2)",0.00213
"ENSG00000260835",2890000,"(10-8.2e+11)",0.0203
"ENSG00000169340",44,"(3.7-520)",0.00266
"ENSG00000265334",364,"(1-130000)",0.0486
"ENSG00000186788",3.41e+11,"(2400-4.8e+19)",0.00554
"ENSG00000100604",1.26,"(1-1.5)",0.0221
"ENSG00000240596",21800000,"(740-6.4e+11)",0.00128
"ENSG00000225102",321,"(4-26000)",0.00978
"ENSG00000168546",1.64,"(1-2.6)",0.044
"ENSG00000275387",3970,"(7.1-2200000)",0.0102
"ENSG00000235669",46.7,"(5.6-390)",0.000387
"ENSG00000264263",83,"(1.9-3700)",0.0222
"ENSG00000265265",36.7,"(1.1-1300)",0.0466
"ENSG00000249383",3.47e+10,"(14-8.7e+19)",0.028
"ENSG00000256888",1010,"(9.3-110000)",0.00381
"ENSG00000177994",7.61,"(1.8-32)",0.00546
"ENSG00000148602",155,"(4-6000)",0.00681
"ENSG00000234776",5.79,"(2-17)",0.00127
"ENSG00000235615",14500,"(120-1700000)",8.81e-05
"ENSG00000177233",3.49e+35,"(2400000-5.1e+64)",0.0169
"ENSG00000235819",40.8,"(2-820)",0.0154
"ENSG00000267308",322,"(6.9-15000)",0.00324
"ENSG00000167100",1.73,"(1-2.9)",0.0352
"ENSG00000244464",1.67e+13,"(830-3.3e+23)",0.0119
"ENSG00000213237",0.0254,"(0.0019-0.34)",0.00554
"ENSG00000146063",0.289,"(0.087-0.96)",0.0433
"ENSG00000234474",1840,"(2.3-1500000)",0.0277
"ENSG00000248607",81.4,"(4.6-1500)",0.00279
"ENSG00000255008",71.6,"(2.9-1800)",0.00898
"ENSG00000264026",28800000,"(7400-1.1e+11)",4.67e-05
"ENSG00000230375",8.26e+10,"(2.4-2.8e+21)",0.0422
"ENSG00000261327",7.53,"(1.8-31)",0.00558
"ENSG00000235446",1.34e+08,"(5.5-3.3e+15)",0.0311
"ENSG00000274903",2.83e+10,"(1e+06-7.7e+14)",3.88e-06
"ENSG00000197757",1.97,"(1-3.8)",0.0444
"ENSG00000207338",1120,"(1.3-960000)",0.0416
"ENSG00000267401",907,"(10-79000)",0.00284
"ENSG00000129862",3.24e+08,"(5.7-1.8e+16)",0.0314
"ENSG00000265588",209,"(2-22000)",0.0248
"ENSG00000251058",1.52e+15,"(5.5-4.2e+29)",0.0394
"ENSG00000259267",121000,"(38-3.8e+08)",0.00447
"ENSG00000212370",66,"(1.1-3800)",0.0431
"ENSG00000196184",568000,"(88-3.7e+09)",0.00309
"ENSG00000066468",1.64,"(1.1-2.6)",0.0276
"ENSG00000065371",7.29,"(1.8-29)",0.00463
"ENSG00000233608",1.46,"(1.1-2)",0.0195
"ENSG00000170788",2.15,"(1-4.6)",0.0483
"ENSG00000272476",4.73,"(1.6-14)",0.00518
"ENSG00000274006",87800,"(2.5-3.1e+09)",0.033
"ENSG00000237633",4.3e+13,"(580-3.2e+24)",0.014
"ENSG00000248764",2.22e+12,"(1600000-3e+18)",8.03e-05
"ENSG00000242660",0.069,"(0.0065-0.73)",0.0267
"ENSG00000234226",584,"(19-18000)",0.000292
"ENSG00000223828",131,"(1.2-14000)",0.0407
"ENSG00000198685",1.4e+17,"(6.4-3.1e+33)",0.0397
"ENSG00000143429",1.99,"(1-4)",0.0486
"ENSG00000260785",353000,"(98-1.3e+09)",0.00222
"ENSG00000254705",2.34e+15,"(18-3.1e+29)",0.0329
"ENSG00000261638",151,"(4.2-5500)",0.00615
"ENSG00000261703",9370,"(73-1200000)",0.000223
"ENSG00000250432",25.2,"(1.5-430)",0.0255
"ENSG00000240973",8.91e+30,"(1.7e+12-4.7e+49)",0.00119
"ENSG00000205976",5.22,"(1.1-25)",0.0364
"ENSG00000240963",39500,"(19-8.2e+07)",0.00664
"ENSG00000200873",12.2,"(1.2-120)",0.0351
"ENSG00000252952",264,"(2-34000)",0.0245
"ENSG00000256902",3.96,"(1.2-13)",0.0238
"ENSG00000257155",10800,"(30-3900000)",0.00196
"ENSG00000237743",1180000,"(4.2-3.3e+11)",0.0289
"ENSG00000254316",1.68e-07,"(1.1e-13-0.27)",0.0322
"ENSG00000260937",10100,"(10-1e+07)",0.00892
"ENSG00000205138",3.01,"(1.1-8)",0.0264
"ENSG00000253267",4470,"(5.8-3400000)",0.0132
"ENSG00000261153",1.37e+28,"(360-5.3e+53)",0.0311
"ENSG00000180259",7770000,"(240-2.5e+11)",0.00272
"ENSG00000181013",96800,"(9.3-1e+09)",0.015
"ENSG00000180245",1090,"(10-120000)",0.00324
"ENSG00000210151",2140,"(3.8-1200000)",0.0175
"ENSG00000267551",9360,"(6.9-1.3e+07)",0.013
"ENSG00000202001",2000,"(1.4-2800000)",0.0394
"ENSG00000238131",5.91e+15,"(420000-8.4e+25)",0.00233
"ENSG00000075043",1.83,"(1.1-3.1)",0.0223
"ENSG00000229297",5.74e+11,"(3.7-8.8e+22)",0.0394
"ENSG00000258770",167000,"(6.4-4.4e+09)",0.0205
"ENSG00000271626",8760,"(24-3200000)",0.00253
"ENSG00000230339",4200,"(15-1200000)",0.00383
"ENSG00000237471",422,"(6.3-28000)",0.00481
"ENSG00000235470",664,"(6.3-70000)",0.00626
"ENSG00000177558",5.53,"(1.8-17)",0.00315
"ENSG00000233147",52.2,"(3.6-750)",0.00358
"ENSG00000169662",2.92e+08,"(85-1e+15)",0.0111
"ENSG00000235901",3.17e+87,"(2.6e+21-3.9e+153)",0.00946
"ENSG00000255102",2.46e+09,"(31000-2e+14)",0.000175
"ENSG00000229722",15500000,"(420-5.8e+11)",0.00204
"ENSG00000273233",29.1,"(2.5-340)",0.00686
